,Player,Team,TW,TL,Age,Salary,PTS,GP,FG%,3P%,FT%,REB,AST,STL,BLK,DD2,TD3
0,Joel Embiid,PHI,54,28,29.0,33616770.0,33.1,66.0,54.8,33.0,85.7,10.2,4.2,1.0,1.7,39.0,1.0
1,Luka Doncic,DAL,38,44,24.0,37096500.0,32.4,66.0,49.6,34.2,74.2,8.6,8.0,1.4,0.5,36.0,10.0
2,Damian Lillard,POR,33,49,32.0,42492492.0,32.2,58.0,46.3,37.1,91.4,4.8,7.3,0.9,0.3,16.0,2.0
3,Shai Gilgeous-Alexander,OKC,40,42,24.0,30913750.0,31.4,68.0,51.0,34.5,90.5,4.8,5.5,1.6,1.0,3.0,0.0
4,Giannis Antetokounmpo,MIL,58,24,28.0,42492492.0,31.1,63.0,55.3,27.5,64.5,11.8,5.7,0.8,0.8,46.0,6.0
5,Jayson Tatum,BOS,57,25,25.0,30351780.0,30.1,74.0,46.6,35.0,85.4,8.8,4.6,1.1,0.7,31.0,1.0
6,Stephen Curry,GSW,44,38,35.0,48070014.0,29.4,56.0,49.3,42.7,91.5,6.1,6.3,0.9,0.4,12.0,1.0
7,Kevin Durant,PHX,45,37,34.0,44119845.0,29.1,47.0,56.0,40.4,91.9,6.7,5.0,0.7,1.4,5.0,1.0
8,LeBron James,LAL,43,39,38.0,44474988.0,28.9,55.0,50.0,32.1,76.8,8.3,6.8,0.9,0.6,18.0,2.0
9,Donovan Mitchell,CLE,51,31,26.0,30913750.0,28.3,68.0,48.4,38.6,86.7,4.3,4.4,1.5,0.4,5.0,0.0
10,Devin Booker,PHX,45,37,26.0,33833400.0,27.8,53.0,49.4,35.1,85.5,4.5,5.5,1.0,0.3,5.0,0.0
11,Kyrie Irving,DAL,38,44,31.0,38917057.0,27.1,60.0,49.4,37.9,90.5,5.1,5.5,1.1,0.8,5.0,0.0
12,Jaylen Brown,BOS,57,25,26.0,29776785.0,26.6,67.0,49.1,33.5,76.5,6.9,3.5,1.1,0.4,13.0,0.0
13,Trae Young,ATL,41,41,24.0,37096500.0,26.2,73.0,42.9,33.5,88.6,3.0,10.2,1.1,0.1,40.0,0.0
14,Ja Morant,MEM,51,31,23.0,12119440.0,26.2,61.0,46.6,30.7,74.8,5.9,8.1,1.1,0.3,20.0,7.0
15,Zion Williamson,NOP,42,40,22.0,13534817.0,26.0,29.0,60.8,36.8,71.4,7.0,4.6,1.1,0.6,5.0,0.0
16,Anthony Davis,LAL,43,39,30.0,37980720.0,25.9,56.0,56.3,25.7,78.4,12.5,2.6,1.1,2.0,40.0,0.0
17,Lauri Markkanen,UTA,37,45,26.0,16475454.0,25.6,66.0,49.9,39.2,87.5,8.6,1.9,0.6,0.6,28.0,0.0
18,Julius Randle,NYK,47,35,28.0,23760000.0,25.1,77.0,45.9,34.3,75.7,10.0,4.1,0.6,0.3,40.0,0.0
19,De'Aaron Fox,SAC,48,34,25.0,30351780.0,25.0,73.0,51.2,32.4,78.0,4.2,6.1,1.1,0.3,11.0,0.0
20,Zach LaVine,CHI,40,42,28.0,37096500.0,24.8,77.0,48.5,37.5,84.8,4.5,4.2,0.9,0.2,2.0,0.0
21,Brandon Ingram,NOP,42,40,25.0,31650600.0,24.7,45.0,48.4,39.0,88.2,5.5,5.8,0.7,0.4,6.0,2.0
22,Anthony Edwards,MIN,42,40,21.0,10733400.0,24.6,79.0,45.9,36.9,75.6,5.8,4.4,1.6,0.7,9.0,0.0
23,DeMar DeRozan,CHI,40,42,33.0,27300000.0,24.5,74.0,50.4,32.4,87.2,4.6,5.1,1.1,0.5,6.0,0.0
24,Nikola Jokic,DEN,53,29,28.0,33047803.0,24.5,69.0,63.2,38.3,82.2,11.8,9.8,1.3,0.7,58.0,29.0
25,Pascal Siakam,TOR,41,41,29.0,35448672.0,24.2,71.0,48.0,32.4,77.4,7.8,5.8,0.9,0.5,24.0,2.0
26,Jalen Brunson,NYK,47,35,26.0,27733332.0,24.0,68.0,49.1,41.6,82.9,3.5,6.2,0.9,0.2,5.0,0.0
27,Kawhi Leonard,LAC,44,38,32.0,42492492.0,23.8,52.0,51.2,41.6,87.1,6.5,3.9,1.4,0.5,4.0,0.0
28,Paul George,LAC,44,38,33.0,42492492.0,23.8,56.0,45.7,37.1,87.1,6.1,5.1,1.5,0.4,8.0,1.0
29,LaMelo Ball,CHA,27,55,21.0,8623920.0,23.3,36.0,41.1,37.6,84.3,6.4,8.4,1.3,0.3,17.0,3.0
30,Bradley Beal,WAS,35,47,30.0,43279250.0,23.2,50.0,50.6,36.5,84.2,3.9,5.4,0.9,0.7,2.0,0.0
31,Kristaps Porzingis,WAS,35,47,27.0,33833400.0,23.2,65.0,49.8,38.5,85.1,8.4,2.7,0.9,1.5,20.0,0.0
32,Jimmy Butler,MIA,44,38,33.0,37653300.0,22.9,64.0,53.9,35.0,85.0,5.9,5.3,1.8,0.3,11.0,0.0
33,Jalen Green,HOU,22,60,21.0,9441840.0,22.1,76.0,41.6,33.8,78.6,3.7,3.7,0.8,0.2,0.0,0.0
34,Keldon Johnson,SAS,22,60,23.0,3873024.0,22.0,63.0,45.2,32.9,74.9,5.0,2.9,0.7,0.2,5.0,0.0
35,Klay Thompson,GSW,44,38,33.0,40600080.0,21.9,69.0,43.6,41.2,87.9,4.1,2.4,0.7,0.4,2.0,0.0
36,Darius Garland,CLE,51,31,23.0,8920794.0,21.6,69.0,46.2,41.0,86.3,2.7,7.8,1.2,0.1,18.0,0.0
37,Bojan Bogdanovic,DET,17,65,34.0,19550000.0,21.6,59.0,48.8,41.1,88.4,3.8,2.6,0.6,0.1,0.0,0.0
38,Desmond Bane,MEM,51,31,25.0,2130240.0,21.5,58.0,47.9,40.8,88.3,5.0,4.4,1.0,0.4,1.0,0.0
39,Kyle Kuzma,WAS,35,47,27.0,13000000.0,21.2,64.0,44.8,33.3,73.0,7.2,3.7,0.6,0.5,14.0,1.0
40,Terry Rozier,CHA,27,55,29.0,21486316.0,21.1,63.0,41.5,32.7,80.9,4.1,5.1,1.2,0.3,1.0,0.0
41,Anfernee Simons,POR,33,49,24.0,22321429.0,21.1,62.0,44.7,37.7,89.4,2.6,4.1,0.7,0.2,0.0,0.0
42,James Harden,PHI,54,28,33.0,33000000.0,21.0,58.0,44.1,38.5,86.7,6.1,10.7,1.2,0.5,36.0,5.0
43,CJ McCollum,NOP,42,40,31.0,33333333.0,20.9,75.0,43.7,38.9,76.9,4.4,5.7,0.9,0.5,6.0,0.0
44,Jordan Clarkson,UTA,37,45,31.0,13340000.0,20.8,61.0,44.4,33.8,81.6,4.0,4.4,0.5,0.2,3.0,0.0
45,Karl-Anthony Towns,MIN,42,40,27.0,33833400.0,20.8,29.0,49.5,36.6,87.4,8.1,4.8,0.7,0.6,9.0,0.0
46,Tyrese Haliburton,IND,35,47,23.0,4215120.0,20.7,56.0,49.0,40.0,87.1,3.7,10.4,1.6,0.4,32.0,0.0
47,Jerami Grant,POR,33,49,29.0,20955000.0,20.5,63.0,47.5,40.1,81.3,4.5,2.4,0.8,0.8,2.0,0.0
48,Dejounte Murray,ATL,41,41,26.0,17071120.0,20.5,74.0,46.4,34.4,83.2,5.3,6.1,1.5,0.3,8.0,1.0
49,Jordan Poole,GSW,44,38,24.0,3901399.0,20.4,82.0,43.0,33.6,87.0,2.7,4.5,0.8,0.3,1.0,0.0
50,Bam Adebayo,MIA,44,38,25.0,30351780.0,20.4,75.0,54.0,8.3,80.6,9.2,3.2,1.2,0.8,31.0,0.0
51,Tyrese Maxey,PHI,54,28,22.0,2726880.0,20.3,60.0,48.1,43.4,84.5,2.9,3.5,0.8,0.1,0.0,0.0
52,Kelly Oubre Jr.,CHA,27,55,27.0,,20.3,48.0,43.1,31.9,76.0,5.2,1.1,1.4,0.4,3.0,0.0
53,Mikal Bridges,BKN,45,37,26.0,20100000.0,20.1,83.0,46.8,38.2,89.5,4.4,3.3,1.1,0.7,2.0,0.0
54,Tyler Herro,MIA,44,38,23.0,5722116.0,20.1,67.0,43.9,37.8,93.4,5.4,4.2,0.8,0.2,6.0,1.0
55,Louis King,PHI,54,28,24.0,307089.0,20.0,1.0,61.5,50.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0
56,Jamal Murray,DEN,53,29,26.0,31650600.0,20.0,65.0,45.4,39.8,83.3,4.0,6.2,1.0,0.2,5.0,1.0
57,Paolo Banchero,ORL,34,48,20.0,11055120.0,20.0,72.0,42.7,29.8,73.8,6.9,3.7,0.8,0.5,14.0,0.0
58,Cade Cunningham,DET,17,65,21.0,10552800.0,19.9,12.0,41.5,27.9,83.7,6.2,6.0,0.8,0.6,3.0,0.0
59,RJ Barrett,NYK,47,35,23.0,10900634.0,19.6,73.0,43.4,31.0,74.0,5.0,2.8,0.4,0.2,3.0,0.0
60,Fred VanVleet,TOR,41,41,29.0,21250000.0,19.3,69.0,39.3,34.2,89.8,4.1,7.2,1.8,0.6,10.0,1.0
61,Jrue Holiday,MIL,58,24,33.0,34319520.0,19.3,67.0,47.9,38.4,85.9,5.1,7.4,1.2,0.4,16.0,0.0
62,Kevin Porter Jr.,HOU,22,60,23.0,,19.2,59.0,44.2,36.6,78.4,5.3,5.7,1.4,0.3,9.0,1.0
63,Domantas Sabonis,SAC,48,34,27.0,21100000.0,19.1,79.0,61.5,37.3,74.2,12.3,7.3,0.8,0.5,65.0,14.0
64,Jaren Jackson Jr.,MEM,51,31,23.0,,18.6,63.0,50.6,35.5,78.8,6.8,1.0,1.0,3.0,7.0,0.0
65,Franz Wagner,ORL,34,48,21.0,5258280.0,18.6,80.0,48.5,36.1,84.2,4.1,3.5,1.0,0.2,2.0,0.0
66,Devin Vassell,SAS,22,60,22.0,4437000.0,18.5,38.0,43.9,38.7,78.0,3.9,3.6,1.1,0.4,0.0,0.0
67,Deandre Ayton,PHX,45,37,24.0,30913750.0,18.0,67.0,58.9,29.2,76.0,10.0,1.7,0.6,0.8,36.0,0.0
68,Myles Turner,IND,35,47,27.0,35096500.0,18.0,62.0,54.8,37.3,78.3,7.5,1.4,0.6,2.3,18.0,0.0
69,D'Angelo Russell,LAL,43,39,27.0,31377750.0,17.8,71.0,46.9,39.6,82.9,3.0,6.2,1.0,0.4,9.0,0.0
70,Nikola Vucevic,CHI,40,42,32.0,22000000.0,17.6,82.0,52.0,34.9,83.5,11.0,3.2,0.7,0.7,51.0,1.0
71,Michael Porter Jr.,DEN,53,29,25.0,,17.4,62.0,48.7,41.4,80.0,5.5,1.0,0.6,0.5,3.0,0.0
72,Gary Trent Jr.,TOR,41,41,24.0,,17.4,66.0,43.3,36.9,83.9,2.6,1.6,1.6,0.2,0.0,0.0
73,Spencer Dinwiddie,BKN,45,37,30.0,19500000.0,17.3,79.0,43.8,36.9,81.2,3.4,6.5,0.8,0.3,9.0,0.0
74,Andrew Wiggins,GSW,44,38,28.0,33616770.0,17.1,37.0,47.3,39.6,61.1,5.0,2.3,1.2,0.8,3.0,0.0
75,Norman Powell,LAC,44,38,30.0,16758621.0,17.0,60.0,47.9,39.7,81.2,2.9,1.8,0.8,0.3,0.0,0.0
76,Buddy Hield,IND,35,47,30.0,21177750.0,16.8,80.0,45.8,42.5,82.2,5.0,2.8,1.2,0.3,3.0,0.0
77,OG Anunoby,TOR,41,41,25.0,17357143.0,16.8,67.0,47.6,38.7,83.8,5.0,2.0,1.9,0.7,2.0,0.0
78,Bennedict Mathurin,IND,35,47,21.0,6586800.0,16.7,78.0,43.4,32.3,82.8,4.1,1.5,0.6,0.2,0.0,0.0
79,Christian Wood,DAL,38,44,27.0,14317459.0,16.6,67.0,51.5,37.6,77.2,7.3,1.8,0.4,1.1,12.0,0.0
80,Josh Giddey,OKC,40,42,20.0,6287400.0,16.6,76.0,48.2,32.5,73.1,7.9,6.2,0.8,0.4,28.0,4.0
81,Aaron Gordon,DEN,53,29,27.0,20690909.0,16.3,68.0,56.4,34.7,60.8,6.6,3.0,0.8,0.8,11.0,0.0
82,Jaden Ivey,DET,17,65,21.0,7252200.0,16.3,74.0,41.6,34.3,74.7,3.9,5.2,0.8,0.2,8.0,0.0
83,Evan Mobley,CLE,51,31,22.0,8478720.0,16.2,79.0,55.4,21.6,67.4,9.0,2.8,0.8,1.5,24.0,0.0
84,RaiQuan Gray,BKN,45,37,23.0,5849.0,16.0,1.0,50.0,40.0,100.0,9.0,7.0,0.0,1.0,0.0,0.0
85,Brook Lopez,MIL,58,24,35.0,13906976.0,15.9,78.0,53.1,37.4,78.4,6.7,1.3,0.5,2.5,11.0,0.0
86,Russell Westbrook,LAC,44,38,34.0,47080179.0,15.9,73.0,43.6,31.1,65.6,5.8,7.5,1.0,0.5,24.0,4.0
87,P.J. Washington,CHA,27,55,24.0,,15.7,73.0,44.4,34.8,73.0,4.9,2.4,0.9,1.1,3.0,0.0
88,Cameron Johnson,BKN,45,37,27.0,5887899.0,15.5,42.0,47.0,40.4,84.2,4.4,1.9,1.2,0.3,1.0,0.0
89,De'Andre Hunter,ATL,41,41,25.0,9835881.0,15.4,67.0,46.1,35.0,82.6,4.2,1.4,0.5,0.3,1.0,0.0
90,Skylar Mays,POR,33,49,25.0,116574.0,15.3,6.0,50.0,46.2,92.3,3.2,8.3,1.0,0.2,1.0,0.0
91,Scottie Barnes,TOR,41,41,21.0,7644600.0,15.3,77.0,45.6,28.1,77.2,6.6,4.8,1.1,0.8,15.0,1.0
92,Wendell Carter Jr.,ORL,34,48,24.0,,15.2,57.0,52.5,35.6,73.8,8.7,2.3,0.5,0.6,21.0,0.0
93,Kevin Huerter,SAC,48,34,24.0,14508929.0,15.2,75.0,48.5,40.2,72.5,3.3,2.9,1.1,0.3,0.0,0.0
94,Khris Middleton,MIL,58,24,31.0,37984276.0,15.1,33.0,43.6,31.5,90.2,4.2,4.9,0.7,0.2,4.0,0.0
95,Harrison Barnes,SAC,48,34,31.0,18352273.0,15.0,82.0,47.3,37.4,84.7,4.5,1.6,0.7,0.1,0.0,0.0
96,Immanuel Quickley,NYK,47,35,24.0,2316240.0,14.9,81.0,44.8,37.0,81.9,4.2,3.4,1.0,0.2,4.0,0.0
97,Malcolm Brogdon,BOS,57,25,30.0,22600000.0,14.9,67.0,48.4,44.4,87.0,4.2,3.7,0.7,0.3,0.0,0.0
98,Alperen Sengun,HOU,22,60,20.0,3375360.0,14.8,75.0,55.3,33.3,71.5,9.0,3.9,0.9,0.9,29.0,2.0
99,Tobias Harris,PHI,54,28,30.0,37633050.0,14.7,74.0,50.1,38.9,87.6,5.7,2.5,0.9,0.5,7.0,0.0
100,Gordon Hayward,CHA,27,55,33.0,30075000.0,14.7,50.0,47.5,32.5,81.1,4.3,4.1,0.8,0.2,2.0,0.0
101,Trey Murphy III,NOP,42,40,23.0,,14.5,79.0,48.4,40.6,90.5,3.6,1.4,1.1,0.5,1.0,0.0
102,Tim Hardaway Jr.,DAL,38,44,31.0,,14.4,71.0,40.1,38.5,77.0,3.5,1.8,0.7,0.2,0.0,0.0
103,Dillon Brooks,MEM,51,31,27.0,11400000.0,14.3,73.0,39.6,32.6,77.9,3.3,2.6,0.9,0.2,0.0,0.0
104,Collin Sexton,UTA,37,45,24.0,16700000.0,14.3,48.0,50.6,39.3,81.9,2.2,2.9,0.6,0.1,1.0,0.0
105,Jarrett Allen,CLE,51,31,25.0,20000000.0,14.3,68.0,64.4,10.0,73.3,9.8,1.7,0.8,1.2,32.0,0.0
106,Jonas Valanciunas,NOP,42,40,31.0,14700000.0,14.1,79.0,54.7,34.9,82.6,10.2,1.8,0.3,0.7,43.0,0.0
107,Bobby Portis,MIL,58,24,28.0,10843350.0,14.1,70.0,49.6,37.0,76.8,9.6,1.5,0.4,0.2,38.0,0.0
108,Jalen Williams,OKC,40,42,22.0,4341480.0,14.1,75.0,52.1,35.6,81.2,4.5,3.3,1.4,0.5,3.0,0.0
109,Bogdan Bogdanovic,ATL,41,41,30.0,18000000.0,14.0,54.0,44.7,40.6,83.1,3.1,2.8,0.8,0.3,0.0,0.0
110,Markelle Fultz,ORL,34,48,25.0,16500000.0,14.0,60.0,51.4,31.0,78.3,3.9,5.7,1.5,0.4,3.0,0.0
111,Chris Paul,PHX,45,37,38.0,28400000.0,13.9,59.0,44.0,37.5,83.1,4.3,8.9,1.5,0.4,17.0,0.0
112,Saddiq Bey,ATL,41,41,24.0,2959080.0,13.8,77.0,42.2,36.1,86.1,4.7,1.5,0.9,0.2,4.0,0.0
113,Luguentz Dort,OKC,40,42,24.0,15277778.0,13.7,74.0,38.8,33.0,77.2,4.6,2.1,1.0,0.3,5.0,0.0
114,Malik Monk,SAC,48,34,25.0,9472219.0,13.5,77.0,44.8,35.9,88.9,2.6,3.9,0.6,0.3,0.0,0.0
115,Rudy Gobert,MIN,42,40,31.0,38172414.0,13.4,70.0,65.9,0.0,64.4,11.6,1.2,0.8,1.4,35.0,0.0
116,Jusuf Nurkic,POR,33,49,28.0,15625000.0,13.3,52.0,51.9,36.1,66.1,9.1,2.9,0.8,0.8,18.0,0.0
117,Kris Dunn,UTA,37,45,29.0,1000001.0,13.2,22.0,53.7,47.2,77.4,4.5,5.6,1.1,0.5,3.0,0.0
118,John Collins,ATL,41,41,25.0,23500000.0,13.1,71.0,50.8,29.2,80.3,6.5,1.2,0.6,1.0,11.0,0.0
119,Cole Anthony,ORL,34,48,23.0,3613680.0,13.0,60.0,45.4,36.4,89.4,4.8,3.9,0.6,0.5,1.0,0.0
120,Austin Reaves,LAL,43,39,25.0,1563518.0,13.0,64.0,52.9,39.8,86.4,3.0,3.4,0.5,0.3,1.0,0.0
121,Tre Jones,SAS,22,60,23.0,1782621.0,12.9,68.0,45.9,28.5,86.0,3.6,6.6,1.3,0.1,6.0,2.0
122,Jabari Smith Jr.,HOU,22,60,20.0,,12.8,79.0,40.8,30.7,78.6,7.2,1.3,0.5,0.9,16.0,0.0
123,Alec Burks,DET,17,65,31.0,10012800.0,12.8,51.0,43.6,41.4,81.4,3.1,2.2,0.7,0.2,0.0,0.0
124,KJ Martin,HOU,22,60,22.0,1782621.0,12.7,82.0,56.9,31.5,68.0,5.5,1.5,0.5,0.4,5.0,0.0
125,Malik Beasley,LAL,43,39,26.0,15558035.0,12.7,81.0,39.5,35.7,76.9,3.5,1.5,0.8,0.1,1.0,0.0
126,Nic Claxton,BKN,45,37,24.0,,12.6,76.0,70.5,0.0,54.1,9.2,1.9,0.9,2.5,28.0,0.0
127,Dennis Schroder,LAL,43,39,29.0,,12.6,66.0,41.5,32.9,85.7,2.5,4.5,0.8,0.2,2.0,0.0
128,Mac McClung,PHI,54,28,24.0,160856.0,12.5,2.0,45.0,36.4,60.0,5.0,4.5,0.0,0.0,0.0,0.0
129,Jakob Poeltl,TOR,41,41,27.0,9398148.0,12.5,72.0,62.9,0.0,59.2,9.1,2.7,0.9,1.2,19.0,0.0
130,Kelly Olynyk,UTA,37,45,32.0,12804878.0,12.5,68.0,49.9,39.4,85.3,6.2,3.7,0.9,0.5,9.0,0.0
131,Eric Gordon,LAC,44,38,34.0,19568360.0,12.4,69.0,44.6,37.1,82.1,1.9,2.7,0.6,0.4,0.0,0.0
132,Derrick White,BOS,57,25,28.0,17142857.0,12.4,82.0,46.2,38.1,87.5,3.6,3.9,0.7,0.9,7.0,0.0
133,Keegan Murray,SAC,48,34,22.0,8008440.0,12.2,80.0,45.3,41.1,76.5,4.6,1.2,0.8,0.5,4.0,0.0
134,Caris LeVert,CLE,51,31,28.0,18796296.0,12.1,74.0,43.1,39.2,72.2,3.8,3.9,1.0,0.3,1.0,0.0
135,Jaden McDaniels,MIN,42,40,22.0,2161440.0,12.1,79.0,51.7,39.8,73.6,3.9,1.9,0.9,1.0,0.0,0.0
136,Marvin Bagley III,DET,17,65,24.0,,12.0,42.0,52.9,28.8,75.0,6.4,0.9,0.5,0.7,8.0,0.0
137,Clint Capela,ATL,41,41,29.0,18206896.0,12.0,65.0,65.3,0.0,60.3,11.0,0.9,0.7,1.2,35.0,0.0
138,Mike Conley,MIN,42,40,35.0,22680000.0,11.9,67.0,42.8,38.5,83.4,2.7,6.7,1.1,0.2,6.0,0.0
139,Bones Hyland,LAC,44,38,22.0,2201520.0,11.8,56.0,39.9,37.1,84.3,2.4,3.1,0.7,0.3,1.0,0.0
140,Lonnie Walker IV,LAL,43,39,24.0,,11.7,56.0,44.8,36.5,85.8,1.9,1.1,0.5,0.3,0.0,0.0
141,Zach Collins,SAS,22,60,25.0,7350000.0,11.6,63.0,51.8,37.4,76.1,6.4,2.9,0.6,0.8,9.0,0.0
142,Bruce Brown,DEN,53,29,26.0,6479000.0,11.5,80.0,48.3,35.8,75.8,4.1,3.4,1.1,0.6,3.0,1.0
143,Max Strus,MIA,44,38,27.0,1815677.0,11.5,80.0,41.0,35.0,87.6,3.2,2.1,0.5,0.2,2.0,0.0
144,Marcus Smart,BOS,57,25,29.0,17207142.0,11.5,61.0,41.5,33.6,74.6,3.1,6.3,1.5,0.4,6.0,0.0
145,Naz Reid,MIN,42,40,23.0,1930681.0,11.5,68.0,53.7,34.6,67.7,4.9,1.1,0.6,0.8,4.0,0.0
146,John Wall,LAC,44,38,32.0,47345760.0,11.4,34.0,40.7,30.3,68.1,2.7,5.2,0.8,0.4,1.0,0.0
147,Isaiah Stewart,DET,17,65,22.0,3433320.0,11.3,50.0,44.2,32.7,73.8,8.1,1.4,0.4,0.7,13.0,0.0
148,Quentin Grimes,NYK,47,35,23.0,2277000.0,11.3,71.0,46.8,38.6,79.6,3.2,2.1,0.7,0.4,0.0,0.0
149,Rui Hachimura,LAL,43,39,25.0,6263188.0,11.2,63.0,48.6,31.9,73.9,4.5,0.9,0.3,0.4,2.0,0.0
150,Marcus Morris Sr.,LAC,44,38,33.0,,11.2,65.0,42.6,36.5,78.2,4.0,1.8,0.6,0.3,2.0,0.0
151,Kyle Lowry,MIA,44,38,37.0,28333334.0,11.2,55.0,40.4,34.5,85.9,4.1,5.1,1.0,0.4,2.0,1.0
152,Corey Kispert,WAS,35,47,24.0,3552840.0,11.1,74.0,49.7,42.4,85.2,2.8,1.2,0.4,0.1,0.0,0.0
153,Jeremy Sochan,SAS,22,60,20.0,5063520.0,11.0,56.0,45.3,24.6,69.8,5.3,2.5,0.8,0.4,2.0,0.0
154,Mason Plumlee,LAC,44,38,33.0,9080417.0,10.8,79.0,68.0,0.0,63.6,8.9,3.1,0.6,0.6,23.0,0.0
155,Jaylen Nowell,MIN,42,40,23.0,1930681.0,10.8,65.0,44.8,28.9,77.8,2.6,2.0,0.6,0.1,0.0,0.0
156,Kentavious Caldwell-Pope,DEN,53,29,30.0,14004703.0,10.8,76.0,46.2,42.3,82.4,2.7,2.4,1.5,0.5,0.0,0.0
157,Ivica Zubac,LAC,44,38,26.0,10123457.0,10.8,76.0,63.4,0.0,69.7,9.9,1.0,0.4,1.3,27.0,0.0
158,Talen Horton-Tucker,UTA,37,45,22.0,10260000.0,10.7,65.0,41.9,28.6,75.0,3.2,3.8,0.6,0.4,2.0,0.0
159,Victor Oladipo,MIA,44,38,31.0,8750000.0,10.7,42.0,39.7,33.0,74.7,3.0,3.5,1.4,0.3,0.0,0.0
160,Nate Williams,POR,33,49,24.0,,10.6,5.0,61.5,37.5,66.7,3.0,2.0,0.6,0.4,0.0,0.0
161,Cam Thomas,BKN,45,37,21.0,2138160.0,10.6,57.0,44.1,38.3,86.8,1.7,1.4,0.4,0.1,0.0,0.0
162,Moritz Wagner,ORL,34,48,26.0,1878720.0,10.5,57.0,50.0,31.3,84.1,4.5,1.5,0.6,0.2,3.0,0.0
163,Grayson Allen,MIL,58,24,27.0,8925000.0,10.4,72.0,44.0,39.9,90.5,3.3,2.3,0.9,0.2,0.0,0.0
164,Killian Hayes,DET,17,65,21.0,5837760.0,10.3,76.0,37.7,28.0,82.1,2.9,6.2,1.4,0.4,6.0,0.0
165,Tyus Jones,MEM,51,31,27.0,15000000.0,10.3,80.0,43.8,37.1,80.6,2.5,5.2,1.0,0.1,9.0,1.0
166,Cameron Payne,PHX,45,37,28.0,6000000.0,10.3,48.0,41.5,36.8,76.6,2.2,4.5,0.7,0.2,3.0,0.0
167,Monte Morris,WAS,35,47,28.0,9125000.0,10.3,62.0,48.0,38.2,83.1,3.4,5.3,0.7,0.2,2.0,0.0
168,Doug McDermott,SAS,22,60,31.0,13750000.0,10.2,64.0,45.7,41.3,75.7,2.2,1.4,0.2,0.1,0.0,0.0
169,Malaki Branham,SAS,22,60,20.0,2925600.0,10.2,66.0,44.0,30.2,82.9,2.7,1.9,0.5,0.1,0.0,0.0
170,Reggie Jackson,DEN,53,29,33.0,11457217.0,10.2,68.0,41.1,33.3,91.0,2.1,3.4,0.7,0.1,1.0,0.0
171,Patrick Williams,CHI,40,42,21.0,7775400.0,10.2,82.0,46.4,41.5,85.7,4.0,1.2,0.9,0.9,1.0,0.0
172,De'Anthony Melton,PHI,54,28,25.0,8250000.0,10.1,77.0,42.5,39.0,79.3,4.1,2.6,1.6,0.5,0.0,0.0
173,Aaron Nesmith,IND,35,47,23.0,3804360.0,10.1,73.0,42.7,36.6,83.8,3.8,1.3,0.8,0.5,1.0,0.0
174,Josh Richardson,NOP,42,40,29.0,12196094.0,10.1,65.0,43.1,36.5,85.2,2.7,2.7,1.1,0.3,1.0,0.0
175,James Wiseman,DET,17,65,22.0,9603360.0,10.0,45.0,55.8,20.0,70.1,5.9,0.7,0.2,0.6,8.0,0.0
176,Brandon Clarke,MEM,51,31,26.0,4343919.0,10.0,56.0,65.6,16.7,71.9,5.5,1.3,0.6,0.7,6.0,0.0
177,Jonathan Kuminga,GSW,44,38,20.0,5739840.0,9.9,67.0,52.5,37.0,65.2,3.4,1.9,0.6,0.5,1.0,0.0
178,Onyeka Okongwu,ATL,41,41,22.0,6395160.0,9.9,80.0,63.8,30.8,78.1,7.2,1.0,0.7,1.3,12.0,0.0
179,Jalen Suggs,ORL,34,48,22.0,6922320.0,9.9,53.0,41.9,32.7,72.3,3.0,2.9,1.3,0.5,0.0,0.0
180,Shaedon Sharpe,POR,33,49,20.0,6012960.0,9.9,80.0,47.2,36.0,71.4,3.0,1.2,0.5,0.3,0.0,0.0
181,Luka Samanic,UTA,37,45,23.0,538317.0,9.9,7.0,45.6,25.8,69.2,4.3,2.1,0.9,0.3,0.0,0.0
182,Herbert Jones,NOP,42,40,24.0,,9.8,66.0,46.9,33.5,76.4,4.1,2.5,1.6,0.6,0.0,0.0
183,Thomas Bryant,DEN,53,29,25.0,1968175.0,9.8,59.0,62.3,44.1,73.8,5.7,0.5,0.3,0.5,9.0,0.0
184,Al Horford,BOS,57,25,37.0,26500000.0,9.8,63.0,47.6,44.6,71.4,6.2,3.0,0.5,1.0,7.0,0.0
185,Josh Hart,NYK,47,35,28.0,12960000.0,9.8,76.0,52.9,37.2,75.0,7.8,3.8,1.2,0.3,10.0,0.0
186,Julian Champagnie,SAS,22,60,22.0,508891.0,9.7,17.0,45.4,40.2,82.4,3.5,0.6,0.4,0.3,1.0,0.0
187,Cam Reddish,POR,33,49,23.0,5954454.0,9.7,40.0,44.6,31.3,85.3,2.2,1.4,1.0,0.4,0.0,0.0
188,Coby White,CHI,40,42,23.0,7413955.0,9.7,74.0,44.3,37.2,87.1,2.9,2.8,0.7,0.1,1.0,0.0
